Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,90334606444.97,95598196303.71,97125771056.13,108064103571.75,121502817369.52,131211337491.78,120967241537.03,129236775961.43,139235909803.98,154835820239.57,171120940060.55,180281416580.27,195918841304.50,240897145979.69,321524659360.58,357116762923.02,397266753566.43,456827433936.42,503910353164.13,579536261356.10,703076667743.93,844376625635.34,869203094943.44,859107837408.71,848608943325.33,903345591983.33,961109734741.34,943470733513.41,963756238012.07,967476323011.59,1046423851937.79,993377823030.37,1061797466317.96,1086808564420.04,1186555543072.15,1363231699130.46,1536105034689.99,1604146999254.12,1535030033974.11,1729660503314.66,1870859826033.34,1988325167043.80,2324346905346.60,2949807886326.91,3617070893499.68,4401304215421.39,5485175869999.13,7230738763541.20,9071063641978.46,9831787475921.58,11735513080323.00,13781143474682.00,6285421589981.81,6343694020447.03,6583432656029.65,6458585149777.88,6737458245945.12,7246520795601.96,7346924046154.44,7735772656431.27,7384772400818.06
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950.40,53508617739.38,60723018683.73,69498131797.33,81749006381.51,90950278257.78,105628070343.11,123781880217.60,146601072685.51,172204199480.89,212609187919.44,240151807460.24,318031297492.35,432082670450.72,479625998613.41,521541905673.25,586161858999.67,721411786536.81,1013612173518.84,1055012119526.33,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4998797547740.97,5545563663889.70,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.80,4601663122649.92,4579750920354.81,5106679115127.30,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5036891740656.35,5148781948478.17,5057758958706.64
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,,89564090129.03,98132677715.80,100055413984.54,110926896678.92,119245339327.01,131287210582.77,133957623486.64,143782380187.66,160652964275.75,175224507139.32,195449881829.74,219827913655.87,292393309317.52,379048165315.72,397541581665.91,436004315855.90,478835476756.34,542905024591.32,644226542790.06,782809198814.43,894372414082.53,829144835859.81,726346366249.97,726511107731.96,757639421051.72,763687800580.22,807485159614.98,900781775254.87,928627062219.97,1107710184716.12,1189322538003.51,1298588795308.74,1506891388934.14,1769013904328.00,1921483902218.85,2079134079244.10,2279341246887.16,2299992549284.00,2075437076988.71,2291889370137.98,2242579744921.55,2013414038665.23,2054273280275.00,2367829423753.77,2863236445710.96,3355801570060.71,3953553371385.31,4594255691385.77,4318352267558.78,5353326525498.75,6086927015359.73,6150388245718.36,6303267059984.89,6426942883850.93,5370990480732.59,5249213832711.26,5830526163632.21,5703878670404.77,5627255688192.71,4725519821856.69
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,,84140069282.35,92113796550.66,93696328249.56,103890605689.47,111547757885.58,122805004113.18,124961669642.66,133950534427.91,149579912224.48,163015231630.58,181262637025.47,203589128074.35,273159243891.12,357287853747.95,373507163230.68,410183004560.37,451330754859.01,510038452103.78,607149527030.37,742550513647.28,851655980487.22,784911940252.98,680590824434.68,676615199612.32,707251912755.76,709956566563.52,750093767804.15,838089204662.79,863946310383.41,1038065372867.68,1121934590251.04,1230628370183.93,1435306410895.37,1687108368415.41,1833716919933.65,1993066196164.35,2186263806342.03,2199609601018.69,1968530757708.34,2177400505299.54,2119382460753.22,1886133503624.75,1920990781315.52,2224990728459.06,2709273103155.35,3186252422899.56,3773589067887.40,4407523301888.39,4129489049517.68,5159145710518.17,5885157581447.00,5942534525836.88,6090591227709.38,6209687027074.94,5142581183179.56,5014502216212.10,5590908813814.48,5462065046114.01,5376512716922.14,4478206456171.96
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,,72140210276.45,78432996950.40,79083194592.67,90634651702.50,98291097178.06,108647051157.79,110643478984.91,119031201176.22,133326265460.38,145017066390.59,160550877185.42,182562186641.72,243930567164.97,320157516040.55,345375253450.81,375947779717.65,407990126361.94,463970202883.69,544669604997.11,657711438273.70,752699765181.39,695233202766.13,601748477216.89,608107468701.26,638044183896.73,643804804881.75,692373065780.60,765999862696.57,804164516697.46,969955036768.97,1037723255529.63,1127288931282.00,1327840356952.41,1576823160668.39,1687774290094.79,1842258026684.10,2010070984762.37,2019896559494.47,1791778968968.24,1980738589443.27,1926198189601.89,1733183377280.48,1772950535833.04,2023136718629.05,2448526812261.63,2860978782835.34,3381168750003.77,3912378612926.60,3636582653049.46,4547392504368.97,5310062551611.88,5288238994746.05,5431528584794.47,5460423914795.16,4652915580734.16,4527263970326.23,5047188672357.17,4905598920400.61,4849397095732.19,4035270946811.09
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968462100112.02,940230674768.24,999199633220.05,994939261743.31,937402617340.09,932075243417.61,837804607035.92,923622341680.66,950558395291.57,980347162530.89,947802034057.24,821586094296.62,894263496403.46,909748964086.02,1023022746676.66,1257924182661.53,1628132630098.83,2040036527869.14,2467590122723.83,3173623845454.39,3929049124644.69,3114717816270.35,3659632190936.29,4444804663240.09,4641048426844.03,4920928160403.57,4646593520129.38,3627106551426.51,3490782809413.07,3912599713398.07,4073645764077.82,4153453159866.14,3876733319266.95
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215838448137.66,249985055484.30,299801542047.48,398374021953.90,445303484241.55,490636517211.23,519754453161.41,600498238019.04,740469983446.93,881345176608.69,950290856466.54,800472055387.28,776576439106.96,770684323247.80,725111123634.12,732534887058.20,1046259374943.71,1298176105549.51,1401233225303.49,1398967436804.33,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194204133816.32,1943145384190.16,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.30,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3681732583768.50,3975347237442.99,3888326788627.44,3846413928653.71
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47170699606.92,50331770780.81,53721519494.23,60426255394.59,69179494304.13,74296512694.09,62475116958.30,68733357253.08,72039818016.72,79195490145.29,85737283039.65,91195879601.42,91680529302.17,104812500642.22,126972253469.31,135907831613.68,132647805505.08,153599832378.00,174773663985.82,195751155053.95,236032168287.02,250213642682.99,258869159759.91,274032732754.84,272757831561.66,296599020652.93,314128066863.64,348793876693.90,374789764145.45,378225266722.40,407187370820.24,362262532165.61,384733617428.08,381100277389.04,432324272247.72,479849581301.11,524970419712.20,550712123644.94,558424594165.82,598323918709.83,630429061929.23,645870123668.46,677627487567.09,791002717916.67,917089339402.25,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.40,1683433843105.38,2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.50,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.10
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,47170699606.92,50331770780.81,53721519494.23,60426255394.59,69179494304.13,74296512694.09,62475116958.30,68733357253.08,72039818016.72,79195490145.29,85737283039.65,91195879601.42,91680529302.17,104812500642.22,126972253469.31,135907831613.68,132647805505.08,153599832378.00,174773663985.82,195751155053.95,236032168287.02,250213642682.99,258869159759.91,274032732754.84,272757831561.66,296599020652.93,314128066863.64,348793876693.90,374789764145.45,378225266722.40,407187370820.24,362262532165.61,384733617428.08,381100277389.04,432324272247.72,479849581301.11,524970419712.20,550712123644.94,558424594165.82,598323918709.83,630429061929.23,645870123668.46,677627487567.09,791002717916.67,917089339402.25,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.40,1683433843105.38,2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.50,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.10
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888880584435.33,862969022324.51,917092319711.29,889947373223.18,822314951918.11,815259443667.00,706923649520.19,758626690765.47,766261662946.10,796888596598.78,747245337382.82,627750895905.24,700116049358.49,695453936277.00,796768760608.09,1005018571080.96,1330990821497.14,1688052433767.33,2072082476656.01,2684050466039.51,3324689396543.74,2611896303152.08,3119371993286.66,3853333483348.16,4085332511672.57,4341022815353.31,4045786134160.93,3099131447149.27,2965857286860.64,3329876408661.55,3423986143967.44,3493926388854.03,3222403620453.33
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,44425424089.71,49164893255.24,55582823710.52,65781993990.63,79687086013.80,107907687261.71,201523288248.22,222828199360.45,281690014359.64,327513058376.55,349638130768.41,458974955046.07,594416883179.89,615463717668.00,614555917353.83,622070642482.35,634349949212.34,650889057869.58,668547476659.50,615589157377.24,583498501058.09,605930556171.62,800911182301.43,560573035816.55,612529655573.13,621840913800.17,655962738349.15,739588171284.81,836065935091.98,879599564823.74,860090776003.04,933774267042.79,1046434254163.88,1041162611033.59,1035735994986.57,1148509587312.34,1356617397313.43,1632556868324.53,1908023340461.54,2259022414899.00,2817719844703.17,2546940628329.36,2964377823720.26,3277957921954.36,3546548065348.39,3497272679138.25,3512645781818.04,3085219089744.76,3095451385571.26,3215246115089.81,3356566979106.12,3394420465551.83,3026265065371.47
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.10,77741965703.35,81247564156.82,86561961812.32,94407558351.16,101824755078.99,108572752102.05,113116888210.79,107759910067.89,116464702803.22,130671946244.30,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.80,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.10,3106182472989.20,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2764197653965.05
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883875.46,39232435784.09,42161481858.70,48421923458.74,56480289940.83,59554854574.79,45865462033.91,50134942203.45,53085455870.82,58447995016.85,62422483054.52,67350988020.90,71463193830.41,85515269585.52,99525899115.78,98472796457.11,102717164465.89,121487322474.30,137300295308.04,152991653792.86,186325345089.75,193490610032.10,200715145360.92,218262273410.10,212158234164.06,232511877842.04,248985994044.20,279033584092.16,296588994812.06,296042354986.13,320979026419.63,270105341879.23,288208430383.96,279296022987.92,327275583539.56,360281952716.80,392897054348.07,415867753863.87,421351477504.74,458820417337.81,468394937262.37,485441014538.64,514937948870.08,607699285433.87,709148514804.66,820381595512.90,940259888792.14,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927771.46,1827637859135.70,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2701111782775.03,2870504096717.77,2660245248867.63
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478000.88,67461644222.04,75607529809.93,84759195105.87,94007851047.37,101537248148.43,110045852177.93,118972977486.21,129785441507.46,141903068680.31,148456359985.83,165966615366.40,203494148244.47,264429876252.21,285552373158.76,360832186018.05,372319038514.07,410279486493.72,506707848837.21,613953129818.07,701288419745.42,615552202776.10,584877732308.61,559869179791.72,530683779929.45,553138414367.06,771470783218.11,934173305685.91,1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694.00,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.60,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2588740901639.81,2789593979064.58,2728870246705.88,2630317731455.26
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,35078720524.05,38227279776.91,43222514240.00,49925445320.76,59481318267.18,75456689113.84,143056278630.56,158175180743.85,196889997696.40,227360108631.10,249530008934.88,339195156953.35,458967895331.22,474809203244.27,445859167400.53,419155475693.01,425802178833.75,424831835747.66,413760375234.77,450002200591.65,426714430186.92,450081912522.87,622546502910.27,438682148808.17,473712092203.66,482663391259.20,507659657046.36,555939076958.98,614062290581.85,662176074566.77,644356749485.22,712683742625.91,815844667571.60,798335007342.79,802951234861.09,887662901502.11,1056020815870.57,1297615397410.14,1532823526115.71,1789133966865.72,2253682728963.40,1973891055458.68,2302594798940.35,2491545638942.80,2728987909781.90,2787516210230.63,2818609932968.74,2452006404164.22,2400962304203.33,2455071315221.43,2717932648633.48,2763204997182.88,2436287867170.80
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,37039833608.94,39112172945.58,42101662269.43,47306264254.56,46452131726.58,52169385675.55,56689864266.19,57182318306.01,60173583943.34,67560991398.80,78245556744.65,78569646120.40,81700862250.10,93862929902.15,126827829656.73,151583236899.98,157845945362.68,172669052927.53,195834385666.12,228693087118.56,270340414903.54,396544194257.53,374552716335.58,314188287277.66,290422859535.38,302540260407.29,308428753741.66,336280304074.47,327142928435.26,327399288870.23,361242871998.18,372506112600.59,379000540131.50,382895312504.43,399348661754.50,475820104536.97,547796639009.86,601984658573.12,671682588736.74,775105147130.13,894357159987.82,982004086400.92,1252649946459.66,1698920985086.84,2177840675851.38,2734885293058.40,3516326908808.63,4755650182404.43,6347382134434.91,7028449890248.75,8214233958703.02,9533156482934.12,1820182892460.81,1920050111984.37,2040423393367.79,2015206628322.52,1956755739822.95,2024386638163.63,2145000924736.84,2237800910514.12,2237442999478.24
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344.19,44842760293.19,50383891898.99,57710743059.83,63175417019.01,67978153850.52,73654870011.28,81133120065.42,87942231678.35,97085082807.38,113395315985.13,124672365792.76,145260039840.64,175492055795.42,199564489431.38,227695851126.93,224717278436.85,257596313364.06,315058323066.39,393677161500.82,477256775943.93,430702851303.02,427272645669.29,443042373788.88,437887689001.54,452217492140.76,640386352773.09,805713128174.49,891608957155.61,928661332204.35,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.50,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.40,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.70,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1956950469673.29,2090910879119.33,2009383867307.45,1888709443687.48
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,29256532090.74,30399112540.29,32935785080.35,37733792292.12,36852715886.54,41045869782.63,44287801532.69,43782915245.14,46815401764.61,53532472396.33,62991963307.40,64067519833.08,72387598708.29,92612631777.25,120766914743.46,133346059857.74,144506215592.05,159023003773.93,176000613172.40,211622270683.66,266688191801.51,371701617611.24,342103024349.18,298020659236.45,260391415116.60,247076779606.97,254612367258.50,289890545299.32,297673417902.43,296073435812.46,333833598083.06,337595629022.65,337902194417.95,331669529598.50,323848855899.92,376301675799.11,392778997209.67,407729336582.36,394588497600.43,398470093263.70,422926100652.82,405828145793.53,441129110885.88,555975556347.54,691267681479.25,821025249638.69,967870949472.87,1121552075251.01,1274199016669.52,1218832662279.00,1438109346184.93,1613384684446.11,1677242194703.11,1784347945822.36,1835235792265.85,1679376809348.15,1562566509447.55,1667997124634.60,1753414899266.08,1802947974476.53,1703403090966.09
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,29256532090.74,30399112540.29,32935785080.35,37733792292.12,36852715886.54,41045869782.63,44287801532.69,43782915245.14,46815401764.61,53532472396.33,62991963307.40,64067519833.08,72387598708.29,92612631777.25,120766914743.46,133346059857.74,144506215592.05,159023003773.93,176000613172.40,211622270683.66,266688191801.51,371701617611.24,342103024349.18,298020659236.45,260391415116.60,247076779606.97,254612367258.50,289890545299.32,297673417902.44,296073435812.46,333833598083.06,337595629022.65,337902194417.95,331669529598.50,323848855899.92,376301675799.11,392778997209.68,407729336582.36,394588497600.43,398470093263.71,422926100652.82,405828145793.53,441129110885.89,555975556347.54,691267681479.25,821025249638.69,967870949472.88,1121552075251.01,1274199016669.52,1218832662279.00,1438109346184.93,1613384684446.11,1677242194703.11,1784347945822.36,1835235792265.85,1679376809348.15,1562566509447.55,1667997124634.60,1753414899266.08,1802947974476.53,1703403090966.09
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,29245088545.19,30388207775.16,32923879192.93,37720769763.74,36838019434.19,41031199637.61,44272405045.48,43767279930.10,46800552689.15,53517600602.39,62975477065.97,64047237986.99,72358322631.43,92577698766.97,120726796400.62,133301570933.09,144460759520.74,158961800513.10,175917514401.75,211495847214.76,266543017606.46,371552237540.83,341960046340.48,297877746836.65,260242777901.54,246909725752.40,254405463793.24,289642108676.39,297389894110.02,295768858323.61,333465248322.29,337221442077.31,337467014115.39,331192820221.89,323359035555.58,375790460480.63,392273246535.52,407162935347.76,393975770279.97,397842567435.29,422307150438.88,405201525820.89,440426563486.83,555265910922.85,690423989036.19,820102028419.12,966850604215.40,1120515957620.95,1273231776020.95,1217985395315.77,1437139629540.81,1612319153298.74,1676182380343.25,1783019788213.53,1833892784420.81,1677999314294.11,1561139857678.73,1666468882608.24,1751867208506.64,1801365133417.64,1702343204602.45
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256335875977.44,242728591902.06,259967235199.88,274115786150.97,310946964074.11,393352948423.09,416122304768.62,410087083944.21,448799835834.19,434961980979.67,428234697448.66,468798375058.41,528225497240.99,634035984191.70,763110975291.87,886826460789.35,1002866625254.50,1266634670875.10,1532318751791.74,1290343647745.52,1318034945795.40,1449110989910.23,1353324521612.03,1422715062894.51,1465649450150.89,1292973709969.91,1321405910582.08,1463917493520.80,1645327230573.33,1673863310975.42,1653257701785.31
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461721692.65,40934952063.95,42227447631.92,45029988561.21,49377522896.70,54515179580.71,61088384036.65,65668655501.13,71829810519.90,79148411661.69,87896095320.13,99271961774.61,113082820486.92,131321858814.12,160408697341.51,173834029689.34,206575564908.72,211612157028.68,218632867537.48,243072102612.26,273853826548.07,306214863624.99,313506525087.14,340547711781.89,355372558103.62,364756499450.75,377437927311.98,431316742081.45,507354351182.25,565055743243.24,593929550908.47,610328183643.19,592387689252.92,577170761956.44,578139279437.61,604031623433.40,628546387972.13,654986999855.55,634000000000.00,678412196271.12,744773415931.59,738981792355.37,760649334098.01,895540646634.79,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.60,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1721853332869.63,1741576393905.98,1644037286481.26
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958190758.62,2417558289.37,2814318516.61,3988784572.25,3458939357.73,3120833333.33,3928908380.63,4855907141.80,6119284294.23,7678581343.70,9005023183.93,9903499927.99,10862327878.03,13876531432.01,19544094741.27,21784297520.66,29902479338.84,38446487603.31,51972107438.02,66946900826.45,65398646757.65,72933350953.70,78358866334.74,87760360941.02,97510235986.00,101296177099.38,116836802995.07,147948259722.58,199590823957.24,246927292765.02,283367525714.93,330648530715.21,355525267405.37,392666101884.96,463617399962.66,566583427334.14,610169556840.08,569754543829.96,383330931042.36,497512659612.05,576178114168.49,547658231279.87,627246081417.00,702717332012.99,793175007858.07,934901071332.98,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.74,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1637895802792.90
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,40416662120.52,45073674742.21,54717416892.32,55563920224.88,63035786207.91,77124857817.30,114501158198.78,128559276828.11,151047573103.62,166428838422.27,183361677295.41,231354234692.44,286988064531.98,399739470087.99,384026106026.79,327424466275.70,296007376255.53,308009724742.21,301709183165.70,315420230695.08,315382646528.82,299721309837.65,462179134691.97,292122215272.70,303293392535.37,305543706081.32,325181310902.15,402906697083.30,443202290117.99,524228689327.83,589559588670.10,720989687769.25,860081408280.36,937234751390.78,1155560959150.94,1555048433136.93,2048633343162.15,2636082170280.24,3429269081925.72,4702237837053.78,6379868109960.60,7005534616114.77,8237291105577.90,9401150050853.67,1792862802850.45,1805852244289.75,1957637889689.76,1558804109928.94,1406201475527.02,1438837045474.69,1571477636368.89,1659929844834.74,1506267733203.19
